"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"170","10","3","6","3","5","87","M","1","L","L","L","L","L","L","L","L","57","5","15","3","7","577220","3","1","2","1","1","3","2","2","2","52","5","4",32,52,40,106672
"171","10","3","3","5","5","87","M","1","L","L","L","L","L","L","L","L","56","5","17","2","2","567350","2","2","2","1","2","1","1","1","3","56","5","0",32,52,45,112000
"172","14","2","6","7","4","87","F","2","Y","Y","Y","N","Y","Y","N","Y","71","7","15","3","1","716530","1","1","1","1","1","1","1","1","1","71","7","6",35,52,60,113000
"173","10","3","5","3","5","88","M","1","L","L","L","L","L","L","L","L","53","5","15","3","3","537230","1","1","1","1","2","1","1","1","1","62","6","3",34,52,45,102000
"174","10","3","6","3","5","91","M","1","L","L","L","L","L","L","L","L","55","5","15","3","4","557330","1","1","2","1","3","3","1","1","2","57","5","0",34,52,56,70000
"175","01","1","2","6","5","98","F","2","L","L","L","L","L","L","L","L","43","4","18","6","4","438970","3","1","2","2","1","2","1","2","2","61","6","3",33,48,37,103000
"176","10","3","1","1","1","98","M","3","L","L","L","L","L","L","L","L","52","5","15","7","5","527250","1","1","2","2","2","1","1","1","2","12","1","7",31,52,60,146000
"177","01","1","6","7","3","98","M","2","L","L","L","L","L","L","L","L","72","7","18","2","2","727030","1","1","1","1","1","1","1","1","1","75","7","6",33,52,36,60667
"178","01","1","6","2","5","85","M","2","L","L","L","L","L","L","L","L","43","4","17","4","4","438920","3","1","2","2","1","2","1","1","1","75","7","8",34,52,35,54000
"179","10","3","6","3","7","85","F","1","L","L","L","L","L","L","L","L","61","6","17","3","2","617870","1","2","1","2","2","1","1","1","1","61","6","3",30,52,55,110000
"180","14","2","6","7","3","85","F","1","L","L","L","L","L","L","L","L","61","6","16","4","4","617870","1","1","2","1","1","1","1","1","1","61","6","1",31,52,36,105000
"181","10","3","5","1","1","98","M","2","Y","N","N","N","N","N","N","Y","57","5","15","2","2","577310","2","1","1","2","1","2","1","2","1","56","5","8",30,52,40,78000
"182","10","3","5","3","5","87","M","1","L","L","L","L","L","L","L","L","56","5","16","4","3","567350","3","2","2","2","1","2","2","1","2","56","5","0",32,52,40,42000
"183","10","3","4","5","5","91","M","2","L","L","L","L","L","L","L","L","11","1","18","5","3","116710","1","1","1","1","2","1","1","1","3","11","1","7",33,52,40,110000
"184","10","3","1","1","7","87","M","3","L","L","L","L","L","L","L","L","33","3","15","4","4","338780","1","1","2","1","1","2","1","1","1","56","5","5",31,52,40,130000
"185","03","1","1","3","5","97","F","3","L","L","L","L","L","L","L","L","61","6","15","6","4","617900","1","1","1","1","1","2","2","1","1","22","2","10",34,52,55,95000
"186","10","3","4","1","5","93","M","3","L","L","L","L","L","L","L","L","54","5","15","3","3","547270","2","2","2","2","2","2","2","2","2","54","5","7",35,52,40,183000
"187","10","3","5","6","1","87","M","2","L","L","L","L","L","L","L","L","55","5","15","4","4","557330","2","1","1","2","2","2","1","1","2","64","6","8",29,52,40,80000
"188","10","3","6","3","5","87","F","1","L","L","L","L","L","L","L","L","32","3","L","3","3","328740","2","1","1","1","1","2","1","1","2","32","3","0",35,52,30,62000
"189","11","3","5","3","5","88","M","2","L","L","L","L","L","L","L","L","57","5","18","4","3","577410","3","1","2","2","2","3","1","1","2","64","6","3",35,52,40,150000
"190","04","1","1","2","5","98","F","3","L","L","L","L","L","L","L","L","22","2","15","5","5","226420","2","1","1","2","2","1","1","1","1","18","1","7",32,52,60,119000
"191","13","3","5","3","5","88","M","1","L","L","L","L","L","L","L","L","56","5","16","2","2","567350","2","1","2","2","1","2","2","1","2","54","5","3",35,52,40,90500
"192","10","3","3","6","5","88","M","1","L","L","L","L","L","L","L","L","56","5","15","7","3","567350","2","2","2","1","2","2","2","2","2","55","5","2",35,52,60,108000
"193","17","2","1","2","7","88","F","1","L","L","L","L","L","L","L","L","43","4","18","2","2","438940","1","1","3","2","2","4","1","1","4","78","7","5",33,52,40,70000
"194","13","3","1","1","5","88","F","1","L","L","L","L","L","L","L","L","21","2","15","4","4","216050","4","2","2","4","1","3","2","2","1","78","7","0",34,52,52,60000
"195","10","3","1","4","1","93","M","1","L","L","L","L","L","L","L","L","11","1","L","5","4","116730","1","1","1","1","2","2","1","1","1","54","5","5",33,52,50,250000
"196","10","3","5","3","5","97","M","2","L","L","L","L","L","L","L","L","52","5","15","4","5","527250","2","1","1","2","1","2","1","2","2","52","5","1",35,52,45,215000
"197","10","3","1","1","5","97","M","1","L","L","L","L","L","L","L","L","54","5","M","2","2","547280","2","1","2","3","2","3","1","1","4","54","5","5",31,52,40,105000
"198","10","3","6","3","7","91","F","2","L","L","L","L","L","L","L","L","43","4","17","2","1","438940","1","1","2","2","1","1","1","1","2","11","1","10",33,52,40,103500
"199","11","3","1","5","1","92","M","1","L","L","L","L","L","L","L","L","56","5","15","1","1","567350","3","2","1","2","1","3","2","2","2","54","5","5",35,52,40,139000
"200","04","1","1","3","5","85","M","2","L","L","L","L","L","L","L","L","43","4","15","4","4","438910","1","1","1","1","1","1","1","1","1","43","4","10",33,52,50,130000
"201","01","1","2","3","3","97","F","2","L","L","L","L","L","L","L","L","72","7","32","4","4","727050","1","1","1","1","1","1","1","1","1","73","7","9",31,36,15,18000
"202","10","3","1","5","5","97","M","1","L","L","L","L","L","L","L","L","57","5","23","2","3","577410","2","1","2","2","2","3","1","1","3","54","5","0",32,52,40,60000
"203","10","3","5","3","5","97","F","2","Y","N","N","N","N","Y","N","N","71","7","15","6","4","716540","2","1","2","2","1","2","1","2","3","72","7","7",31,52,40,187500
"204","10","3","3","1","5","97","F","2","L","L","L","L","L","L","L","L","53","5","15","5","7","537260","2","1","2","1","1","2","1","1","2","62","6","1",32,52,45,120000
"205","10","3","1","6","5","97","M","2","L","L","L","L","L","L","L","L","12","1","M","3","3","128440","2","1","2","2","1","1","1","2","2","57","5","7",33,52,45,140000
"206","10","3","3","6","4","91","F","1","L","L","L","L","L","L","L","L","55","5","15","5","2","557330","1","1","2","2","1","2","1","1","2","62","6","2",34,52,45,233000
"207","11","3","6","7","5","85","F","2","L","L","L","L","L","L","L","L","61","6","15","2","4","617870","1","1","1","1","1","1","1","1","1","61","6","6",31,52,30,70000
"208","10","3","1","6","5","98","M","2","L","L","L","L","L","L","L","L","71","7","16","3","3","716540","1","1","1","1","1","1","1","1","1","57","5","0",33,52,40,115000
"209","10","3","5","1","1","91","M","2","L","L","L","L","L","L","L","L","56","5","L","6","4","567350","1","1","2","1","1","3","1","1","2","56","5","7",30,52,40,96000
"210","10","3","4","3","5","91","M","1","L","L","L","L","L","L","L","L","54","5","15","2","2","547280","2","1","2","2","1","2","1","1","2","62","6","4",33,52,50,115000
"211","10","3","5","1","5","87","M","1","L","L","L","L","L","L","L","L","56","5","19","2","2","567350","3","1","2","3","3","3","1","2","2","56","5","1",35,52,40,82000
"212","10","3","3","5","5","87","M","1","L","L","L","L","L","L","L","L","11","1","15","5","4","116710","1","1","1","1","1","1","1","1","2","11","1","1",32,52,45,183293
"213","10","3","5","3","4","87","M","1","L","L","L","L","L","L","L","L","63","6","16","2","4","637530","1","1","1","1","2","1","1","1","1","56","5","3",35,52,40,114500
"214","10","3","5","4","5","88","M","3","L","L","L","L","L","L","L","L","33","3","15","5","7","338780","2","2","1","1","2","3","1","2","3","12","1","9",33,52,50,155000
"215","11","3","6","3","5","88","F","4","L","L","L","L","L","L","L","L","61","6","19","5","4","617880","2","1","1","1","2","2","1","1","1","61","6","4",32,52,32,118000
"216","10","3","4","1","5","87","M","1","L","L","L","L","L","L","L","L","54","5","16","2","5","547270","2","2","2","2","2","2","2","2","2","11","1","0",31,52,40,100000
"217","10","3","4","5","5","88","M","1","L","L","L","L","L","L","L","L","54","5","16","5","2","547270","2","1","1","2","1","2","2","1","2","11","1","4",32,52,40,92208
"218","10","3","3","3","7","91","M","2","L","L","L","L","L","L","L","L","57","5","16","2","2","577410","1","1","1","1","1","1","1","1","2","64","6","10",35,52,45,120000
"219","10","3","1","4","1","93","M","3","L","L","L","L","L","L","L","L","11","1","15","4","3","116730","1","2","1","1","2","2","1","2","2","11","1","6",33,52,50,240000
"220","15","2","6","7","5","97","F","2","L","L","L","L","L","L","L","L","57","5","15","2","4","577300","3","1","3","1","1","3","1","1","3","57","5","7",33,52,35,72000
"221","15","2","3","5","5","97","F","1","L","L","L","L","L","L","L","L","53","5","M","4","4","537260","1","1","1","1","1","1","1","1","2","53","5","3",33,52,40,76000
"222","03","1","2","1","4","98","F","3","L","L","L","L","L","L","L","L","61","6","M","3","2","617900","2","1","3","2","2","4","1","1","2","48","4","8",35,52,50,90000
"223","10","3","3","6","1","98","M","2","L","L","L","L","L","L","L","L","71","7","15","7","7","716530","2","2","2","1","2","1","2","1","2","72","7","8",32,52,45,123000
"224","10","3","1","6","5","97","F","2","L","L","L","L","L","L","L","L","61","6","15","5","4","617820","1","1","1","2","2","2","1","2","2","72","7","7",31,52,40,73000
"225","11","3","6","3","5","97","M","2","Y","Y","Y","Y","Y","Y","N","Y","61","6","18","3","2","617910","2","1","2","2","2","2","1","1","1","61","6","6",33,52,40,170000
"226","10","3","5","3","5","90","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577300","1","1","1","1","1","1","1","1","1","53","5","8",30,52,40,140000
"227","10","3","1","5","1","87","M","2","L","L","L","L","L","L","L","L","63","6","15","5","5","637530","1","2","1","1","1","1","1","1","1","56","5","7",33,52,40,130000
"228","10","3","4","1","5","90","M","1","L","L","L","L","L","L","L","L","54","5","15","4","3","547270","1","1","1","1","2","1","1","1","2","11","1","0",34,52,40,114000
"229","10","3","6","3","4","98","F","1","L","L","L","L","L","L","L","L","64","6","15","2","3","646100","2","1","1","1","3","2","1","1","2","65","6","0",32,52,50,75000
"230","10","3","4","5","5","93","M","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577390","2","2","2","1","1","2","1","2","2","64","6","7",31,52,45,113000
"231","10","3","3","3","5","91","M","2","L","L","L","L","L","L","L","L","42","4","15","4","3","429280","1","1","1","1","2","1","1","1","2","72","7","9",34,52,50,130000
"232","10","3","3","3","4","93","M","2","L","L","L","L","L","L","L","L","71","7","M","2","1","716540","1","1","1","1","1","1","1","1","1","62","6","8",32,52,40,133000
"233","10","3","4","7","4","87","M","2","L","L","L","L","L","L","L","L","71","7","16","4","4","716540","1","1","1","1","1","1","1","1","1","11","1","6",34,52,45,110000
"234","10","3","1","5","5","91","M","1","L","L","L","L","L","L","L","L","45","4","16","7","4","459240","1","1","2","2","1","2","1","1","3","64","6","1",31,52,40,75000
"235","10","3","5","6","5","91","M","2","L","L","L","L","L","L","L","L","53","5","15","2","3","537260","1","1","1","1","2","2","1","1","2","53","5","2",35,52,40,99000
"236","14","2","3","3","5","91","M","1","L","L","L","L","L","L","L","L","53","5","15","4","2","537260","1","1","1","1","1","1","1","1","1","62","6","5",34,52,50,90000
"237","10","3","6","3","1","91","M","1","L","L","L","L","L","L","L","L","31","3","15","4","2","318730","4","1","4","4","2","4","1","1","4","31","3","1",34,52,40,70000
"238","16","2","6","3","5","91","M","4","L","L","L","L","L","L","L","L","76","7","16","5","3","768100","1","1","1","1","1","1","1","1","1","78","7","5",33,52,60,85000
"239","14","2","3","1","1","92","F","2","L","L","L","L","L","L","L","L","61","6","15","3","1","617900","2","1","2","2","1","2","1","1","2","61","6","10",33,52,40,68848
"240","17","2","1","4","5","98","M","3","L","L","L","L","L","L","L","L","57","5","15","4","4","577290","3","1","1","2","2","3","1","2","2","56","5","7",33,52,40,113000
"241","10","3","4","1","7","98","M","1","L","L","L","L","L","L","L","L","55","5","15","2","3","557330","3","1","2","1","2","3","1","3","4","11","1","0",32,52,40,120000
"242","10","3","4","3","5","93","F","2","L","L","L","L","L","L","L","L","31","3","15","4","3","318730","2","1","2","2","1","2","2","1","2","11","1","7",32,52,45,145000
"243","10","3","5","1","5","93","M","2","L","L","L","L","L","L","L","L","56","5","15","5","5","567350","2","2","1","1","1","2","2","3","2","56","5","5",34,52,40,192000
"244","10","3","6","7","5","93","F","1","L","L","L","L","L","L","L","L","44","4","15","1","3","449210","1","1","1","1","1","1","1","1","1","78","7","5",30,52,50,80000
"245","01","1","2","7","5","93","F","2","L","L","L","L","L","L","L","L","72","7","17","5","5","727130","1","1","1","1","1","1","1","1","1","63","6","6",34,40,50,98000
"246","10","3","4","6","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","4","1","116730","2","1","1","2","2","2","1","1","2","11","1","5",32,52,40,200000
"247","03","1","1","4","5","93","F","3","L","L","L","L","L","L","L","L","22","2","15","6","5","226320","2","1","1","1","2","1","1","2","1","22","2","8",34,52,42,78000
"248","10","3","3","4","5","87","M","1","L","L","L","L","L","L","L","L","11","1","M","3","3","116730","2","1","1","2","2","2","1","1","2","11","1","4",33,52,41,112580
"249","01","1","2","3","5","87","M","2","L","L","L","L","L","L","L","L","31","3","16","4","2","318730","4","4","2","1","2","1","1","2","2","63","6","9",34,36,40,45500
"250","14","2","2","6","4","96","F","2","L","L","L","L","L","L","L","L","62","6","M","4","5","627060","1","1","1","1","1","1","1","1","1","12","1","1",32,52,30,25000
"251","10","3","5","3","5","90","M","2","L","L","L","L","L","L","L","L","56","5","15","6","4","567350","1","1","1","2","1","2","1","2","2","51","5","3",31,52,40,91000
"252","11","3","6","6","1","92","F","1","L","L","L","L","L","L","L","L","61","6","15","8","3","617840","1","1","1","1","1","1","1","1","1","61","6","0",33,52,40,78000
"253","11","3","1","7","1","92","M","1","L","L","L","L","L","L","L","L","61","6","15","4","5","617870","2","1","2","2","1","2","1","1","2","61","6","0",30,52,50,122500
"254","10","3","6","3","3","92","F","1","L","L","L","L","L","L","L","L","43","4","15","2","4","438940","2","1","2","2","2","2","1","2","1","75","7","5",31,52,45,50000
"255","10","3","3","5","3","91","M","2","L","L","L","L","L","L","L","L","53","5","18","2","3","537260","1","1","1","1","1","1","1","1","2","53","5","9",35,52,40,136700
"256","17","2","3","6","5","93","M","2","L","L","L","L","L","L","L","L","71","7","18","2","4","716530","1","2","1","1","1","1","1","1","2","62","6","9",32,52,50,133000
"257","05","1","2","1","1","85","F","3","L","L","L","L","L","L","L","L","45","4","15","3","1","457710","1","1","1","1","1","1","1","1","1","48","4","10",33,52,40,66100
"258","11","3","6","7","4","93","F","4","L","L","L","L","L","L","L","L","76","7","31","3","3","768100","1","1","2","1","1","2","1","1","1","78","7","10",33,52,40,108000
"259","11","3","6","7","4","93","F","2","L","L","L","L","L","L","L","L","73","7","18","1","2","739100","2","1","3","2","2","2","1","1","2","75","7","7",30,52,40,69000
"260","10","3","6","3","5","92","M","3","L","L","L","L","L","L","L","L","61","6","15","6","4","617900","1","1","1","1","1","1","1","1","1","22","2","8",34,52,40,177500
"261","11","3","1","4","5","92","F","3","L","L","L","L","L","L","L","L","31","3","15","3","5","318730","1","1","1","1","1","1","1","1","1","31","3","8",30,52,40,99500
"262","12","3","1","1","5","93","F","3","Y","Y","N","N","N","Y","N","Y","43","4","15","3","3","438970","1","2","2","1","2","1","2","2","1","43","4","9",32,52,8,50000
"263","10","3","3","6","3","93","F","2","L","L","L","L","L","L","L","L","61","6","26","3","3","617900","1","1","1","2","2","2","1","1","2","61","6","7",31,52,50,85000
"264","10","3","6","7","7","93","M","1","L","L","L","L","L","L","L","L","61","6","16","4","4","617840","2","1","2","1","1","1","1","1","2","61","6","0",32,52,42,121908
"265","10","3","3","1","4","98","F","2","L","L","L","L","L","L","L","L","61","6","15","2","2","617820","1","1","1","2","1","2","1","1","1","72","7","8",34,52,50,172000
"266","03","1","1","3","5","97","F","3","Y","Y","Y","N","N","N","N","N","34","3","15","5","4","348790","1","1","1","2","1","2","1","2","1","34","3","8",31,52,40,73000
"267","10","3","4","6","1","93","M","1","L","L","L","L","L","L","L","L","11","1","15","2","2","116730","1","1","1","1","2","1","1","2","1","11","1","5",30,52,40,200000
"268","17","2","4","1","1","93","F","1","L","L","L","L","L","L","L","L","54","5","15","4","5","547280","1","2","2","1","2","1","1","2","2","11","1","1",35,52,40,135000
